event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),total_revenue_before_promo,total_revenue_after_promo,Incremental revenue,Incremental Sold Quantity Percent
5a4d9d,STCHE-1,CAMP_SAN_01,P02,860,33% OFF,468,599,402480,515140,112660,27.99145299
ce68be,STCHE-3,CAMP_SAN_01,P01,172,33% OFF,310,421,53320,72412,19092,35.80645161
9acae6,STMYS-0,CAMP_DIW_01,P05,55,25% OFF,73,65,4015,3575,-440,-10.95890411
2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,BOGOF,106,454,37100,158900,121800,328.3018868
6909d3,STBLR-2,CAMP_DIW_01,P02,860,33% OFF,390,585,335400,503100,167700,50
d5769b,STCBE-2,CAMP_SAN_01,P09,90,25% OFF,42,34,3780,3060,-720,-19.04761905
c0d022,STBLR-6,CAMP_SAN_01,P06,415,25% OFF,33,28,13695,11620,-2075,-15.15151515
5.80E+27,STMYS-2,CAMP_DIW_01,P07,300,BOGOF,73,215,21900,64500,42600,194.5205479
ebbbb9,STVSK-1,CAMP_SAN_01,P05,55,25% OFF,19,14,1045,770,-275,-26.31578947
14ff29,STBLR-3,CAMP_SAN_01,P11,190,50% OFF,43,62,8170,11780,3610,44.18604651
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,25% OFF,49,37,4410,3330,-1080,-24.48979592
5bc324,STTRV-1,CAMP_DIW_01,P14,1020,BOGOF,19,66,19380,67320,47940,247.3684211
87564a,STCHE-6,CAMP_DIW_01,P04,290,25% OFF,346,269,100340,78010,-22330,-22.25433526
6ba4b5,STMDU-0,CAMP_SAN_01,P05,55,25% OFF,15,12,825,660,-165,-20
7cf9ef,STMDU-3,CAMP_DIW_01,P11,190,50% OFF,66,71,12540,13490,950,7.575757576
91649,STMDU-1,CAMP_SAN_01,P13,350,BOGOF,73,287,25550,100450,74900,293.1506849
bfc9da,STBLR-9,CAMP_SAN_01,P04,370,BOGOF,387,1509,143190,558330,415140,289.9224806
788131,STBLR-3,CAMP_DIW_01,P10,65,50% OFF,108,145,7020,9425,2405,34.25925926
9ebcf9,STVSK-4,CAMP_DIW_01,P10,65,50% OFF,80,109,5200,7085,1885,36.25
b60e6a,STBLR-6,CAMP_SAN_01,P09,90,25% OFF,63,51,5670,4590,-1080,-19.04761905
c3b511,STCBE-3,CAMP_SAN_01,P14,1020,BOGOF,75,297,76500,302940,226440,296
de6e7e,STVSK-1,CAMP_SAN_01,P15,3000,500 Cashback,88,186,264000,558000,294000,111.3636364
8f80ed,STVSK-3,CAMP_DIW_01,P11,190,50% OFF,52,57,9880,10830,950,9.615384615
a298bc,STVJD-1,CAMP_DIW_01,P07,300,BOGOF,33,109,9900,32700,22800,230.3030303
003c65,STBLR-9,CAMP_SAN_01,P13,350,BOGOF,114,457,39900,159950,120050,300.877193
5f313a,STCHE-2,CAMP_DIW_01,P10,65,50% OFF,124,135,8060,8775,715,8.870967742
4f1bb6,STMYS-0,CAMP_SAN_01,P11,190,50% OFF,46,63,8740,11970,3230,36.95652174
cd4c5a,STMLR-0,CAMP_SAN_01,P09,90,25% OFF,34,28,3060,2520,-540,-17.64705882
6.59E+23,STVJD-0,CAMP_SAN_01,P01,172,33% OFF,186,252,31992,43344,11352,35.48387097
5abaf9,STCHE-3,CAMP_SAN_01,P07,300,BOGOF,37,155,11100,46500,35400,318.9189189
bb83e5,STMDU-2,CAMP_DIW_01,P08,1190,BOGOF,40,133,47600,158270,110670,232.5
531a22,STBLR-3,CAMP_DIW_01,P11,190,50% OFF,71,90,13490,17100,3610,26.76056338
fe1c63,STMYS-3,CAMP_DIW_01,P11,190,50% OFF,71,76,13490,14440,950,7.042253521
6046fa,STBLR-4,CAMP_DIW_01,P12,62,50% OFF,141,180,8742,11160,2418,27.65957447
ef95a9,STBLR-3,CAMP_DIW_01,P13,350,BOGOF,87,298,30450,104300,73850,242.5287356
16fb87,STBLR-2,CAMP_SAN_01,P10,50,25% OFF,37,31,1850,1550,-300,-16.21621622
be3489,STHYD-3,CAMP_DIW_01,P14,1020,BOGOF,38,119,38760,121380,82620,213.1578947
c4a484,STMYS-2,CAMP_DIW_01,P01,172,33% OFF,295,454,50740,78088,27348,53.89830508
fb70b4,STCHE-2,CAMP_DIW_01,P03,156,25% OFF,355,347,55380,54132,-1248,-2.253521127
1bfbb8,STCHE-7,CAMP_DIW_01,P12,62,50% OFF,171,222,10602,13764,3162,29.8245614
a6276f,STCHE-4,CAMP_DIW_01,P14,1020,BOGOF,56,224,57120,228480,171360,300
f95092,STVSK-1,CAMP_SAN_01,P13,350,BOGOF,124,500,43400,175000,131600,303.2258065
da99ec,STCHE-5,CAMP_DIW_01,P14,1020,BOGOF,54,184,55080,187680,132600,240.7407407
9c2c14,STVSK-0,CAMP_DIW_01,P14,1020,BOGOF,29,97,29580,98940,69360,234.4827586
11971a,STHYD-2,CAMP_SAN_01,P11,190,50% OFF,45,62,8550,11780,3230,37.77777778
3426bd,STCBE-0,CAMP_DIW_01,P10,65,50% OFF,80,124,5200,8060,2860,55
46021e,STCHE-1,CAMP_SAN_01,P07,300,BOGOF,31,79,9300,23700,14400,154.8387097
29687a,STVJD-0,CAMP_SAN_01,P02,860,33% OFF,298,420,256280,361200,104920,40.93959732
655aa2,STHYD-0,CAMP_DIW_01,P10,65,50% OFF,112,170,7280,11050,3770,51.78571429
49e9ea,STHYD-2,CAMP_SAN_01,P04,370,BOGOF,415,1672,153550,618640,465090,302.8915663
0beb9b,STVSK-2,CAMP_SAN_01,P12,62,50% OFF,28,43,1736,2666,930,53.57142857
29411f,STBLR-6,CAMP_SAN_01,P08,1190,BOGOF,69,303,82110,360570,278460,339.1304348
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,25% OFF,40,33,16600,13695,-2905,-17.5
918a17,STVSK-1,CAMP_DIW_01,P14,1020,BOGOF,26,91,26520,92820,66300,250
1e5c85,STBLR-7,CAMP_DIW_01,P01,172,33% OFF,341,606,58652,104232,45580,77.71260997
7d89b1,STVSK-3,CAMP_DIW_01,P08,1190,BOGOF,45,138,53550,164220,110670,206.6666667
5db3e3,STBLR-2,CAMP_DIW_01,P13,350,BOGOF,78,274,27300,95900,68600,251.2820513
35637b,STVSK-4,CAMP_DIW_01,P03,156,25% OFF,301,237,46956,36972,-9984,-21.26245847
e788e5,STMYS-0,CAMP_SAN_01,P10,50,25% OFF,30,24,1500,1200,-300,-20
5c2d1f,STCBE-2,CAMP_SAN_01,P03,200,BOGOF,304,1340,60800,268000,207200,340.7894737
e96e9d,STHYD-1,CAMP_DIW_01,P15,3000,500 Cashback,362,959,1086000,2877000,1791000,164.9171271
6a7fa1,STVJD-1,CAMP_SAN_01,P14,1020,BOGOF,61,243,62220,247860,185640,298.3606557
1274dc,STCBE-4,CAMP_DIW_01,P09,110,50% OFF,54,68,5940,7480,1540,25.92592593
fc7056,STBLR-2,CAMP_DIW_01,P08,1190,BOGOF,40,135,47600,160650,113050,237.5
69a46e,STCHE-2,CAMP_DIW_01,P01,172,33% OFF,320,416,55040,71552,16512,30
a05e82,STMYS-3,CAMP_SAN_01,P13,350,BOGOF,124,527,43400,184450,141050,325
da1969,STVSK-1,CAMP_SAN_01,P03,200,BOGOF,322,1291,64400,258200,193800,300.931677
2fc575,STBLR-0,CAMP_DIW_01,P12,62,50% OFF,147,198,9114,12276,3162,34.69387755
4ced30,STCHE-3,CAMP_SAN_01,P09,90,25% OFF,60,49,5400,4410,-990,-18.33333333
a37110,STHYD-0,CAMP_DIW_01,P04,290,25% OFF,367,330,106430,95700,-10730,-10.08174387
8829ef,STCBE-0,CAMP_SAN_01,P12,62,50% OFF,39,61,2418,3782,1364,56.41025641
aa6972,STMDU-0,CAMP_DIW_01,P12,62,50% OFF,103,131,6386,8122,1736,27.18446602
dd8425,STCHE-0,CAMP_SAN_01,P11,190,50% OFF,49,71,9310,13490,4180,44.89795918
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,25% OFF,45,36,4050,3240,-810,-20
c1c42d,STMLR-1,CAMP_SAN_01,P09,90,25% OFF,28,22,2520,1980,-540,-21.42857143
6eede8,STTRV-0,CAMP_SAN_01,P11,190,50% OFF,22,30,4180,5700,1520,36.36363636
092c09,STHYD-5,CAMP_DIW_01,P08,1190,BOGOF,43,147,51170,174930,123760,241.8604651
3f34d5,STCBE-2,CAMP_DIW_01,P09,110,50% OFF,50,80,5500,8800,3300,60
2b50e0,STBLR-6,CAMP_DIW_01,P15,3000,500 Cashback,390,1318,1170000,3954000,2784000,237.9487179
92151c,STMDU-3,CAMP_SAN_01,P10,50,25% OFF,25,20,1250,1000,-250,-20
4ad12b,STBLR-4,CAMP_DIW_01,P15,3000,500 Cashback,407,1245,1221000,3735000,2514000,205.8968059
1824c2,STHYD-6,CAMP_SAN_01,P12,62,50% OFF,67,93,4154,5766,1612,38.80597015
9b309b,STMYS-0,CAMP_SAN_01,P09,90,25% OFF,67,56,6030,5040,-990,-16.41791045
0dfaac,STCHE-6,CAMP_DIW_01,P02,860,33% OFF,434,629,373240,540940,167700,44.93087558
652101,STBLR-1,CAMP_DIW_01,P07,300,BOGOF,61,189,18300,56700,38400,209.8360656
6ec0eb,STCHE-2,CAMP_DIW_01,P15,3000,500 Cashback,369,1073,1107000,3219000,2112000,190.7859079
07ee94,STCHE-4,CAMP_DIW_01,P03,156,25% OFF,369,332,57564,51792,-5772,-10.02710027
4a34a6,STVSK-4,CAMP_SAN_01,P09,90,25% OFF,34,25,3060,2250,-810,-26.47058824
8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,25% OFF,37,26,3330,2340,-990,-29.72972973
6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,25% OFF,16,13,6640,5395,-1245,-18.75
0d70f7,STVSK-2,CAMP_DIW_01,P01,172,33% OFF,210,367,36120,63124,27004,74.76190476
deea3e,STMLR-1,CAMP_SAN_01,P14,1020,BOGOF,51,198,52020,201960,149940,288.2352941
699bac,STCHE-7,CAMP_SAN_01,P07,300,BOGOF,42,183,12600,54900,42300,335.7142857
cc4a67,STTRV-0,CAMP_DIW_01,P03,156,25% OFF,187,181,29172,28236,-936,-3.20855615
b456c0,STBLR-3,CAMP_DIW_01,P06,415,25% OFF,91,72,37765,29880,-7885,-20.87912088
d2dc77,STMLR-0,CAMP_DIW_01,P13,350,BOGOF,40,119,14000,41650,27650,197.5
f78e86,STCHE-3,CAMP_DIW_01,P06,415,25% OFF,77,67,31955,27805,-4150,-12.98701299
9d1009,STHYD-0,CAMP_DIW_01,P06,415,25% OFF,78,68,32370,28220,-4150,-12.82051282
0179b3,STMLR-2,CAMP_SAN_01,P05,55,25% OFF,15,12,825,660,-165,-20
933cae,STCHE-3,CAMP_SAN_01,P06,415,25% OFF,28,23,11620,9545,-2075,-17.85714286
7704c2,STBLR-7,CAMP_SAN_01,P04,370,BOGOF,382,1638,141340,606060,464720,328.7958115
b55027,STCHE-6,CAMP_SAN_01,P10,50,25% OFF,31,22,1550,1100,-450,-29.03225806
0842b9,STCBE-1,CAMP_DIW_01,P04,290,25% OFF,227,172,65830,49880,-15950,-24.22907489
1142fd,STVSK-3,CAMP_DIW_01,P05,55,25% OFF,71,63,3905,3465,-440,-11.26760563
35e1c7,STBLR-1,CAMP_DIW_01,P14,1020,BOGOF,54,169,55080,172380,117300,212.962963
80255e,STMDU-0,CAMP_DIW_01,P05,55,25% OFF,57,50,3135,2750,-385,-12.28070175
37cb87,STBLR-1,CAMP_SAN_01,P07,300,BOGOF,46,115,13800,34500,20700,150
fd5855,STVSK-4,CAMP_SAN_01,P08,1190,BOGOF,25,64,29750,76160,46410,156
0f714a,STVJD-1,CAMP_SAN_01,P06,415,25% OFF,16,11,6640,4565,-2075,-31.25
4ab3c2,STVSK-1,CAMP_DIW_01,P09,110,50% OFF,64,81,7040,8910,1870,26.5625
57d06d,STCBE-1,CAMP_SAN_01,P09,90,25% OFF,54,39,4860,3510,-1350,-27.77777778
ad783e,STCHE-4,CAMP_SAN_01,P10,50,25% OFF,30,25,1500,1250,-250,-16.66666667
cf616b,STMYS-2,CAMP_DIW_01,P09,110,50% OFF,64,84,7040,9240,2200,31.25
e5e0dc,STHYD-0,CAMP_SAN_01,P07,300,BOGOF,52,204,15600,61200,45600,292.3076923
30bacd,STBLR-3,CAMP_DIW_01,P14,1020,BOGOF,42,143,42840,145860,103020,240.4761905
68e849,STMLR-2,CAMP_DIW_01,P06,415,25% OFF,40,34,16600,14110,-2490,-15
c3b647,STCHE-5,CAMP_SAN_01,P08,1190,BOGOF,64,256,76160,304640,228480,300
5dfa52,STVSK-2,CAMP_DIW_01,P04,290,25% OFF,244,217,70760,62930,-7830,-11.06557377
9d63a7,STHYD-6,CAMP_SAN_01,P08,1190,BOGOF,43,166,51170,197540,146370,286.0465116
9fae1c,STHYD-2,CAMP_DIW_01,P15,3000,500 Cashback,400,1176,1200000,3528000,2328000,194
ae288b,STMYS-0,CAMP_DIW_01,P11,190,50% OFF,89,113,16910,21470,4560,26.96629213
f940cf,STHYD-6,CAMP_DIW_01,P13,350,BOGOF,77,260,26950,91000,64050,237.6623377
7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,BOGOF,79,349,80580,355980,275400,341.7721519
a7c40d,STMLR-1,CAMP_DIW_01,P09,110,50% OFF,38,50,4180,5500,1320,31.57894737
d4ccb5,STCBE-1,CAMP_DIW_01,P05,55,25% OFF,61,50,3355,2750,-605,-18.03278689
9953ec,STTRV-0,CAMP_SAN_01,P04,370,BOGOF,187,733,69190,271210,202020,291.9786096
fc9ab7,STCBE-1,CAMP_DIW_01,P08,1190,BOGOF,40,140,47600,166600,119000,250
f32df2,STHYD-6,CAMP_DIW_01,P04,290,25% OFF,390,339,113100,98310,-14790,-13.07692308
cf6323,STTRV-0,CAMP_DIW_01,P15,3000,500 Cashback,190,547,570000,1641000,1071000,187.8947368
5372de,STCBE-3,CAMP_SAN_01,P10,50,25% OFF,28,22,1400,1100,-300,-21.42857143
24054f,STBLR-4,CAMP_DIW_01,P09,110,50% OFF,89,116,9790,12760,2970,30.33707865
4f75fe,STMYS-2,CAMP_DIW_01,P08,1190,BOGOF,42,123,49980,146370,96390,192.8571429
21a8a0,STBLR-4,CAMP_SAN_01,P01,172,33% OFF,286,394,49192,67768,18576,37.76223776
800f42,STMDU-3,CAMP_SAN_01,P03,200,BOGOF,273,1097,54600,219400,164800,301.8315018
cdb883,STMDU-0,CAMP_SAN_01,P12,62,50% OFF,46,66,2852,4092,1240,43.47826087
9c2777,STCHE-6,CAMP_SAN_01,P02,860,33% OFF,463,629,398180,540940,142760,35.85313175
a6cb9e,STVSK-2,CAMP_SAN_01,P05,55,25% OFF,15,12,825,660,-165,-20
f23d14,STHYD-1,CAMP_SAN_01,P05,55,25% OFF,25,21,1375,1155,-220,-16
ee68d9,STCHE-1,CAMP_SAN_01,P15,3000,500 Cashback,136,242,408000,726000,318000,77.94117647
5e1671,STCHE-2,CAMP_SAN_01,P10,50,25% OFF,34,30,1700,1500,-200,-11.76470588
e411c6,STHYD-4,CAMP_DIW_01,P15,3000,500 Cashback,323,965,969000,2895000,1926000,198.7616099
9ff4a9,STMDU-1,CAMP_DIW_01,P10,65,50% OFF,94,120,6110,7800,1690,27.65957447
49706e,STMDU-3,CAMP_SAN_01,P15,3000,500 Cashback,120,274,360000,822000,462000,128.3333333
7e28fb,STHYD-4,CAMP_DIW_01,P06,415,25% OFF,96,92,39840,38180,-1660,-4.166666667
e4f1f3,STCBE-3,CAMP_SAN_01,P11,190,50% OFF,33,50,6270,9500,3230,51.51515152
af2b25,STBLR-7,CAMP_DIW_01,P13,350,BOGOF,85,338,29750,118300,88550,297.6470588
fe4bf5,STCHE-4,CAMP_DIW_01,P06,415,25% OFF,91,80,37765,33200,-4565,-12.08791209
d91475,STMYS-0,CAMP_DIW_01,P07,300,BOGOF,61,189,18300,56700,38400,209.8360656
09d857,STHYD-5,CAMP_DIW_01,P02,860,33% OFF,386,594,331960,510840,178880,53.88601036
aa96fc,STCHE-4,CAMP_SAN_01,P04,370,BOGOF,379,1603,140230,593110,452880,322.9551451
2c893f,STCHE-3,CAMP_DIW_01,P12,62,50% OFF,103,129,6386,7998,1612,25.24271845
bac74e,STBLR-9,CAMP_SAN_01,P01,172,33% OFF,319,449,54868,77228,22360,40.7523511
31c430,STHYD-1,CAMP_SAN_01,P01,172,33% OFF,312,393,53664,67596,13932,25.96153846
432f1d,STBLR-4,CAMP_SAN_01,P05,55,25% OFF,19,15,1045,825,-220,-21.05263158
6edb42,STBLR-8,CAMP_SAN_01,P10,50,25% OFF,36,26,1800,1300,-500,-27.77777778
115760,STMDU-2,CAMP_DIW_01,P07,300,BOGOF,43,147,12900,44100,31200,241.8604651
acf9c2,STCHE-4,CAMP_SAN_01,P01,172,33% OFF,235,329,40420,56588,16168,40
0c9f61,STBLR-7,CAMP_SAN_01,P03,200,BOGOF,433,1883,86600,376600,290000,334.8729792
40baa1,STCBE-0,CAMP_SAN_01,P08,1190,BOGOF,42,167,49980,198730,148750,297.6190476
ba7fb5,STCHE-0,CAMP_DIW_01,P05,55,25% OFF,119,107,6545,5885,-660,-10.08403361
555fcd,STVSK-3,CAMP_DIW_01,P13,350,BOGOF,57,178,19950,62300,42350,212.2807018
c649ca,STMYS-1,CAMP_SAN_01,P02,860,33% OFF,595,886,511700,761960,250260,48.90756303
578a67,STBLR-2,CAMP_DIW_01,P11,190,50% OFF,101,131,19190,24890,5700,29.7029703
35701b,STVJD-0,CAMP_DIW_01,P04,290,25% OFF,192,188,55680,54520,-1160,-2.083333333
77c2be,STBLR-8,CAMP_DIW_01,P06,415,25% OFF,78,62,32370,25730,-6640,-20.51282051
8cd89f,STHYD-0,CAMP_SAN_01,P03,200,BOGOF,363,1408,72600,281600,209000,287.8787879
21006,STVSK-2,CAMP_SAN_01,P03,200,BOGOF,192,754,38400,150800,112400,292.7083333
1c3fb4,STMLR-1,CAMP_SAN_01,P02,860,33% OFF,237,327,203820,281220,77400,37.97468354
0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,BOGOF,93,234,94860,238680,143820,151.6129032
3ea7d6,STMYS-0,CAMP_SAN_01,P15,3000,500 Cashback,105,173,315000,519000,204000,64.76190476
fb508c,STBLR-9,CAMP_DIW_01,P15,3000,500 Cashback,358,1070,1074000,3210000,2136000,198.8826816
d671d3,STVSK-1,CAMP_DIW_01,P12,62,50% OFF,91,113,5642,7006,1364,24.17582418
365da3,STCBE-1,CAMP_SAN_01,P06,415,25% OFF,21,15,8715,6225,-2490,-28.57142857
33da9a,STHYD-5,CAMP_DIW_01,P14,1020,BOGOF,54,183,55080,186660,131580,238.8888889
e391bc,STHYD-0,CAMP_DIW_01,P09,110,50% OFF,77,113,8470,12430,3960,46.75324675
cd4812,STMDU-3,CAMP_DIW_01,P07,300,BOGOF,47,162,14100,48600,34500,244.6808511
c4123e,STCHE-7,CAMP_DIW_01,P02,860,33% OFF,336,507,288960,436020,147060,50.89285714
933f7e,STCHE-7,CAMP_DIW_01,P07,300,BOGOF,71,282,21300,84600,63300,297.1830986
7c8fd1,STMYS-3,CAMP_DIW_01,P15,3000,500 Cashback,416,1472,1248000,4416000,3168000,253.8461538
4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,28560,93840,65280,228.5714286
65a802,STMLR-1,CAMP_SAN_01,P05,55,25% OFF,13,10,715,550,-165,-23.07692308
ffdcb8,STHYD-6,CAMP_SAN_01,P02,860,33% OFF,454,644,390440,553840,163400,41.85022026
496b80,STHYD-4,CAMP_SAN_01,P15,3000,500 Cashback,118,253,354000,759000,405000,114.4067797
4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,148740,611240,462500,310.9452736
84dbe3,STHYD-1,CAMP_SAN_01,P07,300,BOGOF,51,140,15300,42000,26700,174.5098039
45c35a,STHYD-5,CAMP_SAN_01,P11,190,50% OFF,54,76,10260,14440,4180,40.74074074
6d343d,STHYD-6,CAMP_DIW_01,P12,62,50% OFF,133,167,8246,10354,2108,25.56390977
a672df,STMDU-1,CAMP_SAN_01,P12,62,50% OFF,36,49,2232,3038,806,36.11111111
ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,BOGOF,40,165,12000,49500,37500,312.5
5.23E+42,STCHE-5,CAMP_DIW_01,P15,3000,500 Cashback,388,1187,1164000,3561000,2397000,205.9278351
faeeb8,STHYD-2,CAMP_DIW_01,P09,110,50% OFF,80,107,8800,11770,2970,33.75
3adeb2,STMYS-0,CAMP_SAN_01,P14,1020,BOGOF,84,219,85680,223380,137700,160.7142857
a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,47940,192780,144840,302.1276596
35e3ec,STMDU-1,CAMP_SAN_01,P07,300,BOGOF,40,154,12000,46200,34200,285
8a7e7e,STMYS-0,CAMP_SAN_01,P03,200,BOGOF,333,869,66600,173800,107200,160.960961
b4867e,STCHE-6,CAMP_SAN_01,P11,190,50% OFF,57,79,10830,15010,4180,38.59649123
cea0e2,STCHE-2,CAMP_DIW_01,P11,190,50% OFF,73,84,13870,15960,2090,15.06849315
a6a18f,STHYD-6,CAMP_SAN_01,P06,415,25% OFF,34,27,14110,11205,-2905,-20.58823529
1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,50% OFF,31,46,5890,8740,2850,48.38709677
5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,70380,279480,209100,297.1014493
b5cd07,STVSK-3,CAMP_SAN_01,P01,172,33% OFF,222,275,38184,47300,9116,23.87387387
1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,53508,46956,-6552,-12.24489796
f682ec,STBLR-0,CAMP_SAN_01,P01,172,33% OFF,273,382,46956,65704,18748,39.92673993
693708,STBLR-3,CAMP_SAN_01,P03,200,BOGOF,454,1788,90800,357600,266800,293.8325991
349c73,STCHE-2,CAMP_DIW_01,P14,1020,BOGOF,57,189,58140,192780,134640,231.5789474
50802a,STCHE-3,CAMP_DIW_01,P07,300,BOGOF,64,257,19200,77100,57900,301.5625
e4b7e4,STHYD-6,CAMP_DIW_01,P09,110,50% OFF,78,102,8580,11220,2640,30.76923077
5bfb5e,STCBE-4,CAMP_DIW_01,P10,65,50% OFF,57,72,3705,4680,975,26.31578947
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,105060,452880,347820,331.0679612
6b74c8,STBLR-5,CAMP_DIW_01,P15,3000,500 Cashback,379,1095,1137000,3285000,2148000,188.9182058
ec9948,STCBE-2,CAMP_DIW_01,P05,55,25% OFF,99,86,5445,4730,-715,-13.13131313
c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,136900,532430,395530,288.9189189
3c0536,STBLR-4,CAMP_SAN_01,P03,200,BOGOF,415,1622,83000,324400,241400,290.8433735
19bc3b,STMDU-1,CAMP_DIW_01,P09,110,50% OFF,47,62,5170,6820,1650,31.91489362
691b63,STCHE-6,CAMP_DIW_01,P15,3000,500 Cashback,432,1291,1296000,3873000,2577000,198.8425926
3ace0f,STVSK-2,CAMP_DIW_01,P09,110,50% OFF,64,98,7040,10780,3740,53.125
8cee6d,STCBE-3,CAMP_DIW_01,P14,1020,BOGOF,22,73,22440,74460,52020,231.8181818
1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,15750,54950,39200,248.8888889
d3227b,STMYS-2,CAMP_DIW_01,P04,290,25% OFF,343,312,99470,90480,-8990,-9.037900875
731f58,STMYS-0,CAMP_SAN_01,P05,55,25% OFF,28,22,1540,1210,-330,-21.42857143
98e55f,STBLR-4,CAMP_DIW_01,P06,415,25% OFF,101,90,41915,37350,-4565,-10.89108911
dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,76800,301800,225000,292.96875
3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,25% OFF,22,16,9130,6640,-2490,-27.27272727
4c1375,STHYD-4,CAMP_DIW_01,P10,65,50% OFF,148,196,9620,12740,3120,32.43243243
480431,STVSK-2,CAMP_SAN_01,P04,370,BOGOF,408,1607,150960,594590,443630,293.872549
6d153f,STHYD-5,CAMP_SAN_01,P15,3000,500 Cashback,122,272,366000,816000,450000,122.9508197
508621,STCBE-2,CAMP_SAN_01,P02,860,33% OFF,508,751,436880,645860,208980,47.83464567
1fc58f,STMDU-1,CAMP_SAN_01,P01,172,33% OFF,244,334,41968,57448,15480,36.8852459
a25cbf,STCHE-2,CAMP_DIW_01,P04,290,25% OFF,295,289,85550,83810,-1740,-2.033898305
adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,47940,182580,134640,280.8510638
c9899d,STTRV-1,CAMP_DIW_01,P02,860,33% OFF,199,300,171140,258000,86860,50.75376884
17195,STCHE-4,CAMP_SAN_01,P11,190,50% OFF,45,64,8550,12160,3610,42.22222222
e875c6,STCBE-2,CAMP_DIW_01,P03,156,25% OFF,225,195,35100,30420,-4680,-13.33333333
69557f,STBLR-1,CAMP_DIW_01,P10,65,50% OFF,106,137,6890,8905,2015,29.24528302
65f85a,STBLR-7,CAMP_SAN_01,P12,62,50% OFF,58,92,3596,5704,2108,58.62068966
f45be0,STCHE-2,CAMP_SAN_01,P05,55,25% OFF,25,23,1375,1265,-110,-8
491ff2,STVJD-1,CAMP_SAN_01,P12,62,50% OFF,30,42,1860,2604,744,40
b7286f,STBLR-5,CAMP_SAN_01,P02,860,33% OFF,507,704,436020,605440,169420,38.85601578
45512d,STMYS-3,CAMP_SAN_01,P04,370,BOGOF,336,1434,124320,530580,406260,326.7857143
edac38,STBLR-1,CAMP_DIW_01,P11,190,50% OFF,70,93,13300,17670,4370,32.85714286
4572a3,STCHE-1,CAMP_SAN_01,P11,190,50% OFF,48,55,9120,10450,1330,14.58333333
896c2a,STTRV-0,CAMP_DIW_01,P04,290,25% OFF,180,171,52200,49590,-2610,-5
308de6,STMDU-2,CAMP_DIW_01,P01,172,33% OFF,225,279,38700,47988,9288,24
4fc1b2,STCHE-2,CAMP_DIW_01,P08,1190,BOGOF,47,165,55930,196350,140420,251.0638298
a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,72200,192600,120400,166.7590028
8564bb,STVSK-4,CAMP_SAN_01,P04,370,BOGOF,291,762,107670,281940,174270,161.8556701
11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,78590,70470,-8120,-10.33210332
cca40f,STBLR-1,CAMP_SAN_01,P12,62,50% OFF,73,102,4526,6324,1798,39.7260274
f97b6d,STMLR-2,CAMP_DIW_01,P07,300,BOGOF,33,115,9900,34500,24600,248.4848485
69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,BOGOF,24,92,28560,109480,80920,283.3333333
bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,25% OFF,16,15,880,825,-55,-6.25
30f1c0,STVJD-1,CAMP_SAN_01,P07,300,BOGOF,22,88,6600,26400,19800,300
390df2,STBLR-0,CAMP_SAN_01,P06,415,25% OFF,31,26,12865,10790,-2075,-16.12903226
e0844a,STTRV-1,CAMP_DIW_01,P10,65,50% OFF,64,80,4160,5200,1040,25
0a0062,STHYD-4,CAMP_DIW_01,P12,62,50% OFF,110,146,6820,9052,2232,32.72727273
886ef2,STMLR-2,CAMP_DIW_01,P08,1190,BOGOF,22,73,26180,86870,60690,231.8181818
2ef46d,STMDU-0,CAMP_DIW_01,P02,860,33% OFF,278,430,239080,369800,130720,54.67625899
52d20e,STHYD-1,CAMP_DIW_01,P10,65,50% OFF,134,156,8710,10140,1430,16.41791045
785811,STCHE-0,CAMP_SAN_01,P10,50,25% OFF,25,20,1250,1000,-250,-20
